,client_code,2018-12-31T00:00:00.000000000,2019-01-31T00:00:00.000000000,2019-02-28T00:00:00.000000000,2019-03-31T00:00:00.000000000,2019-04-30T00:00:00.000000000,2019-05-31T00:00:00.000000000,2019-06-30T00:00:00.000000000,2019-07-31T00:00:00.000000000,2019-08-31T00:00:00.000000000,2019-09-01T00:00:00.000000000,2019-10-01T00:00:00.000000000,2019-11-01T00:00:00.000000000,2019-12-01T00:00:00.000000000,2020-01-01T00:00:00.000000000
C107207,C107207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C150392,C150392,,,,,,,,,,,,0,0,0
C146706,C146706,,,,,,,0,0,0,0,0,0,0,0
C145170,C145170,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0
C145482,C145482,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
C108332,C108332,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
C109220,C109220,0,0,0,-1,-1,0,-1,-1,-1,-1,0,0,0,-1
C147580,C147580,,,,,,,,0,0,0,0,0,0,0
C148866,C148866,,,,,,,,,0,0,0,0,0,0
C108463,C108463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110207,C110207,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
C146993,C146993,,,,,,,0,0,0,0,0,0,0,0
C102554,C102554,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
C143378,C143378,,,0,0,0,0,0,0,0,0,0,0,0,0
C145644,C145644,HEALTH2,HEALTH2,HEALTH2,HEALTH2,0,0,0,0,0,0,0,0,0,0
C110666,C110666,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C100849,C100849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118134,C118134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145300,C145300,RETIREMENT5,RETIREMENT5,0,0,0,0,0,0,0,0,0,0,0,0
C113484,C113484,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
C105809,C105809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113200,C113200,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C102859,C102859,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
C115117,C115117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115858,C115858,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149892,C149892,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0
C111756,C111756,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1
C107002,C107002,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
C119096,C119096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102588,C102588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106789,C106789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119394,C119394,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C107017,C107017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103242,C103242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109782,C109782,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
C112744,C112744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145302,C145302,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0,-1,-1
C112380,C112380,0,0,0,0,0,0,0,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0
C118621,C118621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102364,C102364,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1
C144339,C144339,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,-1
C118072,C118072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148944,C148944,,,,,,,,,0,0,0,-1,-1,-1
C114076,C114076,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C104918,C104918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100041,C100041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147390,C147390,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
C153017,C153017,,,,,,,,,,,,,,
C120038,C120038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101241,C101241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148844,C148844,,,,,,,,,0,0,0,0,0,0
C100997,C100997,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C115305,C115305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149813,C149813,,,,,,,,,,,0,0,0,0
C149447,C149447,,,,,,,,,,,HEALTH1,HEALTH1,HEALTH1,HEALTH1
C143350,C143350,,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C116274,C116274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116638,C116638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153340,C153340,,,,,,,,,,,,,,
C116721,C116721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143205,C143205,,0,0,0,0,0,0,0,0,0,0,0,0,0
C117941,C117941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143864,C143864,,,,0,0,0,0,-1,0,0,0,-1,0,0
C153199,C153199,,,,,,,,,,,,,,
C116037,C116037,,,,,,,,,,,,-1,-1,-1
C114146,C114146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146473,C146473,,,,,,,,-1,0,0,0,0,0,-1
C153150,C153150,,,,,,,,,,,,,,
C113151,C113151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101860,C101860,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0
C150233,C150233,,,,,,,,,,,,0,0,0
C113971,C113971,0,0,0,0,0,0,0,0,0,HEALTH4,HEALTH4,HEALTH4,HEALTH4,HEALTH4
C113580,C113580,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C144011,C144011,,,,,0,0,0,0,0,0,0,0,0,0
C102383,C102383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115651,C115651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117339,C117339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C150821,C150821,,,,,,,,,,,,,0,0
C116427,C116427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152516,C152516,,,,,,,,,,,,,,
C145687,C145687,,,,,,0,0,0,0,0,0,0,0,0
C143852,C143852,,,,0,0,0,-1,-1,-1,0,-1,-1,-1,-1
C151442,C151442,,,,,,,,,,,,,0,0
C148850,C148850,,,,,,,,,0,0,0,0,0,-1
C145329,C145329,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0
C100509,C100509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120194,C120194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106156,C106156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C151035,C151035,,,,,,,,,,,,,0,0
C101189,C101189,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
C114866,C114866,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,-1,0,-1,0,-1
C109492,C109492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144965,C144965,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C117620,C117620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144667,C144667,0,0,-1,-1,-1,0,0,-1,0,0,0,0,-1,0
C110937,C110937,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116582,C116582,0,0,0,0,0,0,0,0,0,0,0,,,
C120586,C120586,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C114845,C114845,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C104678,C104678,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0,0,0,0,0
C148069,C148069,,,,,,,,0,0,0,0,0,0,0
C145701,C145701,,,,,,0,0,0,0,0,0,0,0,0
C113941,C113941,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C119172,C119172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105661,C105661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105681,C105681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112274,C112274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108805,C108805,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
C152585,C152585,,,,,,,,,,,,,,
C145848,C145848,,,,,,0,0,0,0,0,0,0,0,0
C108405,C108405,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C144797,C144797,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
C100398,C100398,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1
C107575,C107575,-1,-1,HEALTH3,0,-1,0,0,0,0,-1,HEALTH3,-1,HEALTH3,-1
C153799,C153799,,,,,,,,,,,,,,
C119424,C119424,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C112473,C112473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115037,C115037,0,0,0,0,0,0,0,0,0,0,0,0,INVESTMENT,INVESTMENT
C106887,C106887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100181,C100181,,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C119249,C119249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144501,C144501,EDUCATION9,EDUCATION9,0,0,0,0,0,0,0,0,0,0,0,0
C113708,C113708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145404,C145404,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
C115309,C115309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145233,C145233,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
C102973,C102973,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1
C147247,C147247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C116273,C116273,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1
C108350,C108350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104419,C104419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145304,C145304,INVESTMENT,INVESTMENT,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1
C147308,C147308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
C120380,C120380,0,0,0,0,0,0,0,-1,-1,,,,,
C104072,C104072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152583,C152583,,,,,,,,,,,,,,
C115239,C115239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148368,C148368,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1
C109504,C109504,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C114494,C114494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146124,C146124,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,0
C110717,C110717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107526,C107526,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120198,C120198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105635,C105635,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0
C107537,C107537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118316,C118316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106219,C106219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116975,C116975,-1,-1,0,0,0,0,-1,0,-1,-1,0,-1,-1,-1
C102845,C102845,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C102932,C102932,-1,0,0,-1,-1,-1,-1,0,-1,0,0,0,-1,-1
C103526,C103526,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
C151751,C151751,,,,,,,,,,,,,,0
C114384,C114384,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
C102227,C102227,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C120115,C120115,-1,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,0
C148867,C148867,,,,,,,,,0,0,0,0,0,0
C110308,C110308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144740,C144740,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1
C120287,C120287,0,0,0,0,0,0,,,,,,,,
C119707,C119707,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149253,C149253,,,,,,,,,,,0,0,0,0
C105323,C105323,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1
C106242,C106242,0,0,0,0,0,0,HEALTH0,HEALTH0,HEALTH0,HEALTH0,HEALTH0,HEALTH0,0,0
C115571,C115571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109835,C109835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105198,C105198,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
C118916,C118916,0,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1
C146870,C146870,,,,,,,0,0,0,0,0,0,0,0
C102254,C102254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119874,C119874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119668,C119668,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
C147257,C147257,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1
C110168,C110168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146562,C146562,,,,,,,0,0,0,0,0,0,0,0
C120830,C120830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100033,C100033,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C105576,C105576,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C109041,C109041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105557,C105557,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C107982,C107982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100394,C100394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C150703,C150703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1
C111696,C111696,0,HEALTH9,HEALTH9,HEALTH9,-1,HEALTH9/HEALTH0,HEALTH9/HEALTH0,HEALTH0,HEALTH0,HEALTH0,0,-1,-1,0
C116095,C116095,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0
C112840,C112840,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108275,C108275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103427,C103427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116401,C116401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103207,C103207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115922,C115922,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
C143482,C143482,,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C109693,C109693,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C152605,C152605,,,,,,,,,,,,,,
C106043,C106043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102369,C102369,0,0,0,0,-1,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0
C150021,C150021,,,,,,,,,,,0,0,0,0
C116962,C116962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148456,C148456,,,,,,,,,0,0,0,0,0,0
C152215,C152215,,,,,,,,,,,,,,
C146868,C146868,,,,,,,0,0,-1,-1,-1,-1,-1,-1
C104148,C104148,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
C111351,C111351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146539,C146539,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
C118721,C118721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C151416,C151416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,HEALTH
C104830,C104830,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
C152871,C152871,,,,,,,,,,,,,,
C105679,C105679,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C116591,C116591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102942,C102942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101284,C101284,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0
C147361,C147361,0,0,-1,0,0,-1,-1,0,-1,-1,-1,0,0,0
C104391,C104391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118411,C118411,,,,,,,,,,,,,,
C152469,C152469,,,,,,,,,,,,,,
C115681,C115681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145718,C145718,,,,,,0,0,0,0,0,-1,-1,-1,-1
C147509,C147509,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1
C149932,C149932,,,,,,,,,,,0,0,0,0
C107252,C107252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145478,C145478,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0
C149857,C149857,,,,,,,,,,,,0,0,0
C113608,C113608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153436,C153436,,,,,,,,,,,,,,
C145947,C145947,,,,,,0,0,0,-1,-1,-1,-1,-1,-1
C115878,C115878,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0
C147958,C147958,,,,,,,,0,0,0,0,0,0,0
C107727,C107727,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0
C103646,C103646,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0
C109123,C109123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100447,C100447,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C108028,C108028,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149550,C149550,,,,,,,,,,,0,0,0,0
C106408,C106408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100657,C100657,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,HEALTH2
C113302,C113302,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0
C146529,C146529,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,0
C101322,C101322,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
C104640,C104640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119055,C119055,0,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,HEALTH,0,0,0,-1,-1,0,0
C108259,C108259,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
C107216,C107216,0,0,0,-1,-1,INVESTMENT3,-1,-1,-1,-1,-1,0,-1,-1
C102295,C102295,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
C110803,C110803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143608,C143608,,,,0,0,0,0,0,0,0,0,0,0,0
C146402,C146402,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1
C107784,C107784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115090,C115090,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116588,C116588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108957,C108957,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144336,C144336,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1
C145246,C145246,-1,-1,-1,-1,-1,0,0,-1,-1,HEALTH0,HEALTH0,HEALTH0,HEALTH0,HEALTH0
C108876,C108876,0,0,0,0,0,0,0,0,0,0,0,0,,
C100871,C100871,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C104546,C104546,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
C120433,C120433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102894,C102894,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,0,0
C143978,C143978,,,,,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C120532,C120532,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101722,C101722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147519,C147519,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1
C105916,C105916,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0
C107545,C107545,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102618,C102618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107796,C107796,0,0,0,0,0,0,0,0,-1,-1,,,,
C108094,C108094,-1,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0
C118984,C118984,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112777,C112777,0,0,0,0,0,-1,0,-1,-1,-1,INVESTMENT,-1,-1,INVESTMENT
C116690,C116690,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
C102107,C102107,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,-1,-1,0,0,0,-1,-1,0,-1,0
C116597,C116597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113219,C113219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110320,C110320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119683,C119683,0,0,0,0,0,0,0,-1,,,,,,
C146328,C146328,0,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0
C147218,C147218,,,,,,,0,0,0,0,-1,-1,-1,0
C143349,C143349,,,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C149333,C149333,,,,,,,,,,,0,0,0,0
C108897,C108897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119143,C119143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105234,C105234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106316,C106316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102449,C102449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119551,C119551,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0
C120521,C120521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147255,C147255,,,,,,0,0,0,0,0,-1,-1,-1,-1
C108174,C108174,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
C143389,C143389,,,0,0,0,0,0,0,0,0,0,0,0,0
C114346,C114346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108970,C108970,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100550,C100550,-1,-1,0,0,-1,0,-1,0,-1,-1,-1,0,-1,-1
C119072,C119072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111195,C111195,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0
C116134,C116134,HEALTH8,HEALTH8,HEALTH8,HEALTH8,0,0,0,0,0,0,0,0,0,0
C103399,C103399,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0
C113166,C113166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118172,C118172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117628,C117628,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C117086,C117086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149895,C149895,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
C145035,C145035,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
C110587,C110587,0,0,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0
C101555,C101555,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C109004,C109004,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C104663,C104663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114897,C114897,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0
C118249,C118249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146036,C146036,,,,,,0,0,0,0,0,0,0,0,0
C114544,C114544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112451,C112451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104625,C104625,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
C100283,C100283,,0,0,0,0,0,0,0,0,0,0,0,,
C117495,C117495,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
C115144,C115144,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C102252,C102252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106506,C106506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147153,C147153,,,,,,,0,0,0,0,0,0,0,0
C120011,C120011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116910,C116910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120541,C120541,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C106909,C106909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110518,C110518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143468,C143468,,,0,0,0,0,0,0,0,0,0,0,0,0
C115872,C115872,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0
C115814,C115814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107886,C107886,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1
C117140,C117140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111321,C111321,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
C143586,C143586,,,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
C106160,C106160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113458,C113458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120855,C120855,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149865,C149865,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
C107599,C107599,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0
C147507,C147507,,,,,,,0,0,-1,-1,-1,-1,-1,-1
C112594,C112594,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
C120387,C120387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104564,C104564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114116,C114116,-1,0,,,,,,,,,,,,
C111097,C111097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110780,C110780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147959,C147959,,,,,,,,0,0,0,0,0,0,0
C104619,C104619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149265,C149265,,,,,,,,,,,0,0,0,0
C110109,C110109,0,0,0,0,0,0,0,0,0,0,0,,,
C100815,C100815,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C111327,C111327,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1
C113108,C113108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143862,C143862,,,,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C108962,C108962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146094,C146094,,,,,,0,0,0,-1,-1,-1,-1,-1,-1
C105022,C105022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105564,C105564,-1,-1,0,0,0,-1,0,-1,0,-1,0,-1,-1,-1
C101589,C101589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113353,C113353,0,0,-1,0,-1,0,0,0,-1,-1,-1,0,-1,-1
C148180,C148180,,,,,,,,0,0,0,0,0,0,0
C111546,C111546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148142,C148142,,,,,,,,0,0,0,-1,-1,-1,-1
C108508,C108508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C104194,C104194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111532,C111532,-1,0,0,-1,0,-1,0,0,0,0,0,-1,-1,-1
